nome;uf;cod_tse;cod_ibge
PANTANO GRANDE;RS;84980;4313953
PANAMBI;RS;87815;4313904
PALMITINHO;RS;87793;4313805
PALMEIRA DAS MISS?ES;RS;87777;4313706
PALMARES DO SUL;RS;89672;4313656
PAIM FILHO;RS;87750;4313607
OS?RIO;RS;87734;4313508
NOVO BARREIRO;RS;87262;4313490
NOVO XINGU;RS;89320;4313466
NOVO TIRADENTES;RS;87300;4313441
NOVO MACHADO;RS;87289;4313425
NOVO HAMBURGO;RS;87718;4313409
NOVO CABRAIS;RS;88684;4313391
NOVA SANTA RITA;RS;87246;4313375
NOVA ROMA DO SUL;RS;84751;4313359
NOVA RAMADA;RS;88560;4313334
NOVA PRATA;RS;87696;4313300
NOVA PETR?POLIS;RS;87670;4313201
NOVA PALMA;RS;87653;4313102
NOVA P?DUA;RS;87220;4313086
NOVA HARTZ;RS;84816;4313060
NOVA ESPERAN?A DO SUL;RS;85120;4313037
NOVA CANDEL?RIA;RS;88226;4313011
NOVA BR?SCIA;RS;87637;4313003
NOVA BOA VISTA;RS;87203;4312955
NOVA BASSANO;RS;87610;4312906
NOVA ARA??;RS;87599;4312807
NOVA ALVORADA;RS;86169;4312757
NONOAI;RS;87572;4312708
NICOLAU VERGUEIRO;RS;87181;4312674
N?O-ME-TOQUE;RS;87556;4312658
MULITERNO;RS;87165;4312625
MUITOS CAP?ES;RS;88544;4312617
MU?UM;RS;87530;4312609
MOSTARDAS;RS;87513;4312500
MORRO REUTER;RS;87149;4312476
MORRO REDONDO;RS;86185;4312450
MORRINHOS DO SUL;RS;87122;4312443
MORMA?O;RS;87106;4312427
MONTENEGRO;RS;87491;4312401
MONTE BELO DO SUL;RS;87084;4312385
MONTE ALEGRE DOS CAMPOS;RS;88803;4312377
MONTAURI;RS;85820;4312351
MIRAGUA?;RS;87475;4312302
MINAS DO LE?O;RS;87068;4312252
MAXIMILIANO DE ALMEIDA;RS;87459;4312203
MATO QUEIMADO;RS;89303;4312179
MATO LEIT?O;RS;87041;4312153
MATO CASTELHANO;RS;87025;4312138
MATA;RS;87432;4312104
MARQUES DE SOUZA;RS;88820;4312054
MARIANO MORO;RS;87416;4312005
MARIANA PIMENTEL;RS;87009;4311981
MARCELINO RAMOS;RS;87394;4311908
MARAU;RS;87378;4311809
MARAT?;RS;86983;4311791
MAQUIN?;RS;86967;4311775
MANOEL VIANA;RS;86940;4311759
MAMPITUBA;RS;88943;4311734
MA?AMBAR?;RS;88447;4311718
MACHADINHO;RS;87351;4311700
LINHA NOVA;RS;86924;4311643
LINDOLFO COLLOR;RS;86908;4311627
LIBERATO SALZANO;RS;87335;4311601
LAVRAS DO SUL;RS;87319;4311502
LAJEADO DO BUGRE;RS;86860;4311429
LAJEADO;RS;87297;4311403
LAGOA VERMELHA;RS;87270;4311304
LAGOA DOS TR?S CANTOS;RS;86886;4311270
LAGO?O;RS;85260;4311254
LAGOA BONITA DO SUL;RS;89281;4311239
J?LIO DE CASTILHOS;RS;87254;4311205
J?IA;RS;98299;4311155
JARI;RS;88587;4311130
JAQUIRANA;RS;84905;4311122
JAGUARI;RS;87238;4311106
JAGUAR?O;RS;87211;4311007
JACUTINGA;RS;87190;4310900
JACUIZINHO;RS;89265;4310876
JABOTICABA;RS;84786;4310850
IVOTI;RS;87173;4310801
IVOR?;RS;85626;4310751
ITATIBA DO SUL;RS;87157;4310702
ITATI;RS;89249;4310652
ITAQUI;RS;87130;4310603
ITAPUCA;RS;86843;4310579
ITACURUBI;RS;85901;4310553
ITAARA;RS;88382;4310538
IRA?;RS;87114;4310504
IPIRANGA DO SUL;RS;85243;4310462
IP?;RS;84999;4310439
INHACOR?;RS;86827;4310413
INDEPEND?NCIA;RS;87092;4310405
IMIGRANTE;RS;85782;4310363
IMB?;RS;85685;4310330
IL?POLIS;RS;87076;4310306
IJU?;RS;87050;4310207
IGREJINHA;RS;87033;4310108
IBIRUB?;RS;87017;4310009
IBIRAPUIT?;RS;84964;4309951
IBIRAIARAS;RS;86991;4309902
IBIA??;RS;86975;4309803
IBARAMA;RS;84972;4309753
HUMAIT?;RS;86959;4309704
HULHA NEGRA;RS;86800;4309654
HORIZONTINA;RS;86916;4309605
HERVEIRAS;RS;88323;4309571
HARMONIA;RS;85189;4309555
GUARANI DAS MISS?ES;RS;86894;4309506
GUAPOR?;RS;86878;4309407
GUA?BA;RS;86851;4309308
GUABIJU;RS;84867;4309258
GRAVATA?;RS;86835;4309209
GRAMADO XAVIER;RS;86789;4309159
GRAMADO DOS LOUREIROS;RS;86762;4309126
GRAMADO;RS;86819;4309100
GLORINHA;RS;85502;4309050
GIRU?;RS;86797;4309001
GET?LIO VARGAS;RS;86770;4308904
GENTIL;RS;86746;4308854
GENERAL C?MARA;RS;86738;4308805
GAURAMA;RS;86711;4308706
GARRUCHOS;RS;86720;4308656
GARIBALDI;RS;86690;4308607
FREDERICO WESTPHALEN;RS;86673;4308508
FORTALEZA DOS VALOS;RS;98272;4308458
FORQUETINHA;RS;89222;4308433
FORMIGUEIRO;RS;86657;4308409
FONTOURA XAVIER;RS;86630;4308300
FLORIANO PEIXOTO;RS;88242;4308250
FLORES DA CUNHA;RS;86614;4308201
FELIZ;RS;86592;4308102
FAZENDA VILANOVA;RS;88366;4308078
FAXINALZINHO;RS;86029;4308052
FAXINAL DO SOTURNO;RS;86576;4308003
FARROUPILHA;RS;86550;4307906
FAGUNDES VARELA;RS;84930;4307864
EUG?NIO DE CASTRO;RS;85448;4307831
ESTRELA VELHA;RS;88404;4307815
ESTRELA;RS;86533;4307807
ESTEIO;RS;86517;4307708
EST?NCIA VELHA;RS;86495;4307609
ESTA??O;RS;85286;4307559
ESPUMOSO;RS;86479;4307500
ESPERAN?A DO SUL;RS;88285;4307450
ESMERALDA;RS;86452;4307401
ERVAL SECO;RS;86436;4307302
ERVAL GRANDE;RS;86410;4307203
HERVAL;RS;86398;4307104
ERNESTINA;RS;85022;4307054
ERECHIM;RS;86371;4307005
EREBANGO;RS;85081;4306973
ENTRE RIOS DO SUL;RS;85928;4306957
ENTRE-IJU?S;RS;85103;4306932
ENGENHO VELHO;RS;86703;4306924
ENCRUZILHADA DO SUL;RS;86355;4306908
ENCANTADO;RS;86339;4306809
ELDORADO DO SUL;RS;86240;4306767
DOUTOR RICARDO;RS;88307;4306759
DOUTOR MAUR?CIO CARDOSO;RS;84883;4306734
DONA FRANCISCA;RS;86312;4306700
DOM PEDRITO;RS;86290;4306601
DOM PEDRO DE ALC?NTARA;RS;88463;4306551
DOM FELICIANO;RS;86274;4306502
DOIS LAJEADOS;RS;84824;4306452
DOIS IRM?OS DAS MISS?ES;RS;86681;4306429
DOIS IRM?OS;RS;86258;4306403
DILERMANDO DE AGUIAR;RS;88188;4306379
DEZESSEIS DE NOVEMBRO;RS;85049;4306353
DERRUBADAS;RS;86665;4306320
DAVID CANABARRO;RS;86231;4306304
CRUZEIRO DO SUL;RS;86215;4306205
CRUZALTENSE;RS;89206;4306130
CRUZ ALTA;RS;86193;4306106
CRISTAL DO SUL;RS;88528;4306072
CRISTAL;RS;85464;4306056
CRISSIUMAL;RS;86177;4306007
COXILHA;RS;86649;4305975
COTIPOR?;RS;89770;4305959
CORONEL PILAR;RS;89184;4305934
CORONEL BICACO;RS;86150;4305900
CORONEL BARROS;RS;86622;4305871
COQUEIROS DO SUL;RS;86606;4305850
COQUEIRO BAIXO;RS;89168;4305835
CONSTANTINA;RS;86134;4305801
CONDOR;RS;86118;4305702
COLORADO;RS;86096;4305603
COLINAS;RS;86584;4305587
CIR?ACO;RS;86070;4305504
CIDREIRA;RS;85804;4305454
CHUVISCA;RS;88269;4305447
CHU?;RS;88846;4305439
CHIAPETTA;RS;86053;4305405
CHARRUA;RS;86568;4305371
CHARQUEADAS;RS;86932;4305355
CHAPADA;RS;86037;4305306
CERRO LARGO;RS;86010;4305207
CERRO GRANDE DO SUL;RS;85944;4305173
CERRO GRANDE;RS;85227;4305157
CERRO BRANCO;RS;86088;4305132
CERRITO;RS;88641;4305124
CENTEN?RIO;RS;86541;4305116
CAXIAS DO SUL;RS;85995;4305108
CATU?PE;RS;85979;4305009
CASEIROS;RS;85880;4304952
CASCA;RS;85952;4304903
CARLOS GOMES;RS;86525;4304853
CARLOS BARBOSA;RS;85936;4304804
CARA?;RS;88340;4304713
CARAZINHO;RS;85910;4304705
CAPIT?O;RS;86509;4304697
CAPELA DE SANTANA;RS;84891;4304689
CAPIVARI DO SUL;RS;88200;4304671
CAP?O DO LE?O;RS;89737;4304663
CAP?O DO CIP?;RS;89141;4304655
CAP?O DA CANOA;RS;89150;4304630
CAP?O BONITO DO SUL;RS;89125;4304622
CANUDOS DO VALE;RS;89109;4304614
CANOAS;RS;85898;4304606
CANGU?U;RS;85871;4304507
CANELA;RS;85855;4304408
CANDIOTA;RS;86487;4304358
C?NDIDO GOD?I;RS;85839;4304309
CANDEL?RIA;RS;85812;4304200
CAMPOS BORGES;RS;85200;4304101
CAMPO NOVO;RS;85790;4304002
CAMPO BOM;RS;85774;4303905
CAMPINAS DO SUL;RS;85758;4303806
CAMPINA DAS MISS?ES;RS;85731;4303707
CAMPESTRE DA SERRA;RS;86460;4303673
CAMBAR? DO SUL;RS;85715;4303608
CAMARGO;RS;85960;4303558
CAMAQU?;RS;85693;4303509
CAI?ARA;RS;85677;4303400
CAIBAT?;RS;85650;4303301
CACIQUE DOBLE;RS;85634;4303202
CACHOEIRINHA;RS;85618;4303103
CACHOEIRA DO SUL;RS;85596;4303004
CACEQUI;RS;85570;4302907
CA?APAVA DO SUL;RS;85553;4302808
BUTI?;RS;85537;4302709
BROCHIER;RS;85065;4302659
BRAGA;RS;85510;4302600
BOZANO;RS;89087;4302584
BOSSOROCA;RS;85499;4302501
BOQUEIR?O DO LE?O;RS;84921;4302451
BOM RETIRO DO SUL;RS;85472;4302402
BOM PROGRESSO;RS;86444;4302378
BOM PRINC?PIO;RS;98230;4302352
BOM JESUS;RS;85456;4302303
BOA VISTA DO SUL;RS;88161;4302253
BOA VISTA DO INCRA;RS;89060;4302238
BOA VISTA DO CADEADO;RS;89044;4302220
BOA VISTA DO BURIC?;RS;85430;4302204
BOA VISTA DAS MISS?ES;RS;86428;4302154
BENTO GON?ALVES;RS;85413;4302105
BENJAMIN CONSTANT DO SUL;RS;88420;4302055
BARROS CASSAL;RS;85391;4302006
BARRA FUNDA;RS;86401;4301958
BARRA DO RIO AZUL;RS;86380;4301925
BARRA DO RIBEIRO;RS;85375;4301909
BARRA DO QUARA?;RS;88625;4301875
BARRA DO GUARITA;RS;86363;4301859
BARRAC?O;RS;85359;4301800
BAR?O DO TRIUNFO;RS;86347;4301750
BAR?O DE COTEGIPE;RS;85332;4301701
BAR?O;RS;86223;4301651
BALNE?RIO PINHAL;RS;88927;4301636
BAG?;RS;85316;4301602
?UREA;RS;84735;4301552
AUGUSTO PESTANA;RS;85294;4301503
ARVOREZINHA;RS;85278;4301404
ARROIO GRANDE;RS;85251;4301305
ARROIO DO TIGRE;RS;85235;4301206
ARROIO DOS RATOS;RS;85219;4301107
ARROIO DO PADRE;RS;89028;4301073
ARROIO DO SAL;RS;85308;4301057
ARROIO DO MEIO;RS;85197;4301008
ARATIBA;RS;85170;4300901
ARARIC?;RS;88862;4300877
ARAMBAR?;RS;86320;4300851
ANT?NIO PRADO;RS;85154;4300802
ANTA GORDA;RS;85138;4300703
ANDR? DA ROCHA;RS;86100;4300661
AMETISTA DO SUL;RS;86304;4300646
AMARAL FERRADOR;RS;86045;4300638
ALVORADA;RS;85111;4300604
ALTO FELIZ;RS;86282;4300570
ALTO ALEGRE;RS;84808;4300554
ALPESTRE;RS;85090;4300505
ALMIRANTE TAMANDAR? DO SUL;RS;89001;4300471
ALEGRIA;RS;85545;4300455
ALEGRETE;RS;85073;4300406
ALECRIM;RS;85057;4300307
AJURICABA;RS;85030;4300208
AGUDO;RS;85014;4300109
?GUA SANTA;RS;84948;4300059
ACEGU?;RS;88986;4300034
BALNE?RIO RINC?O;SC;83909;4220000
ZORT?A;SC;81825;4219853
XAXIM;SC;83879;4219705
XAVANTINA;SC;83852;4219606
XANXER?;SC;83836;4219507
WITMARSUM;SC;83810;4219408
VITOR MEIRELES;SC;80128;4219358
VIDEIRA;SC;83798;4219309
VIDAL RAMOS;SC;83771;4219200
VARGEM BONITA;SC;80969;4219176
VARGEM;SC;80462;4219150
VARGE?O;SC;83755;4219101
URUSSANGA;SC;83739;4219002
URUPEMA;SC;80160;4218954
URUBICI;SC;83712;4218905
UNI?O DO OESTE;SC;80144;4218855
TURVO;SC;83690;4218806
TUN?POLIS;SC;83682;4218756
TUBAR?O;SC;83674;4218707
TROMBUDO CENTRAL;SC;83658;4218608
TREZE T?LIAS;SC;83631;4218509
TREZE DE MAIO;SC;83615;4218400
TREVISO;SC;81345;4218350
TR?S BARRAS;SC;83593;4218301
TIMB? GRANDE;SC;80209;4218251
TIMB?;SC;83577;4218202
TIMB? DO SUL;SC;83933;4218103
TIJUCAS;SC;83550;4218004
TIGRINHOS;SC;81680;4217956
TANGAR?;SC;83534;4217907
TAI?;SC;83518;4217808
SUL BRASIL;SC;80446;4217758
SOMBRIO;SC;83496;4217709
SIDER?POLIS;SC;83470;4217600
SERRA ALTA;SC;80284;4217550
SEARA;SC;83453;4217501
SCHROEDER;SC;83437;4217402
SAUDADES;SC;83410;4217303
S?O PEDRO DE ALC?NTARA;SC;81183;4217253
S?O MIGUEL DO OESTE;SC;83399;4217204
S?O MIGUEL DA BOA VISTA;SC;80780;4217154
S?O MARTINHO;SC;83372;4217105
S?O LUDGERO;SC;83356;4217006
S?O LOUREN?O DO OESTE;SC;83330;4216909
S?O JOS? DO CERRITO;SC;83313;4216800
S?O JOS? DO CEDRO;SC;83291;4216701
S?O JOS?;SC;83275;4216602
S?O JOAQUIM;SC;83259;4216503
S?O JO?O DO SUL;SC;83232;4216404
S?O JO?O DO ITAPERI?;SC;81124;4216354
S?O JO?O BATISTA;SC;83216;4216305
S?O JO?O DO OESTE;SC;80640;4216255
S?O FRANCISCO DO SUL;SC;83194;4216206
S?O DOMINGOS;SC;83178;4216107
S?O CRIST?V?O DO SUL;SC;80942;4216057
S?O CARLOS;SC;83151;4216008
S?O BONIF?CIO;SC;83135;4215901
S?O BENTO DO SUL;SC;83119;4215802
S?O BERNARDINO;SC;81485;4215752
SANTO AMARO DA IMPERATRIZ;SC;83097;4215703
SANTIAGO DO SUL;SC;81205;4215695
SANTA TEREZINHA DO PROGRESSO;SC;81507;4215687
SANTA TEREZINHA;SC;80349;4215679
SANTA ROSA DO SUL;SC;80241;4215653
SANTA ROSA DE LIMA;SC;83070;4215604
SANTA HELENA;SC;80721;4215554
SANTA CEC?LIA;SC;83054;4215505
SANG?O;SC;81000;4215455
SALTO VELOSO;SC;83038;4215406
SALTINHO;SC;81523;4215356
SALETE;SC;83011;4215307
ROMEL?NDIA;SC;82996;4215208
RODEIO;SC;82970;4215109
RIQUEZA;SC;80560;4215075
RIO RUFINO;SC;80608;4215059
RIO NEGRINHO;SC;82953;4215000
RIO FORTUNA;SC;82937;4214904
RIO DO SUL;SC;82910;4214805
RIO DOS CEDROS;SC;82899;4214706
RIO DO OESTE;SC;82872;4214607
RIO DO CAMPO;SC;82856;4214508
RIO DAS ANTAS;SC;82830;4214409
RANCHO QUEIMADO;SC;82813;4214300
QUILOMBO;SC;82791;4214201
PRINCESA;SC;81647;4214151
PRESIDENTE NEREU;SC;82775;4214102
PRESIDENTE GET?LIO;SC;82759;4214003
PRESIDENTE CASTELO BRANCO;SC;82732;4213906
PRAIA GRANDE;SC;82716;4213807
POUSO REDONDO;SC;82694;4213708
PORTO UNI?O;SC;82678;4213609
PORTO BELO;SC;82651;4213500
PONTE SERRADA;SC;82635;4213401
PONTE ALTA DO NORTE;SC;80926;4213351
PONTE ALTA;SC;82619;4213302
POMERODE;SC;82597;4213203
PLANALTO ALEGRE;SC;80543;4213153
PIRATUBA;SC;82570;4213104
PINHEIRO PRETO;SC;82554;4213005
PINHALZINHO;SC;82538;4212908
BALNE?RIO PI?ARRAS;SC;82511;4212809
PETROL?NDIA;SC;82490;4212700
PESCARIA BRAVA;SC;83925;4212650
PERITIBA;SC;82473;4212601
PENHA;SC;82457;4212502
PEDRAS GRANDES;SC;82430;4212403
PAULO LOPES;SC;82414;4212304
PASSOS MAIA;SC;80624;4212270
PASSO DE TORRES;SC;80403;4212254
PARA?SO;SC;80705;4212239
PAPANDUVA;SC;82392;4212205
PALMITOS;SC;82376;4212106
PALMEIRA;SC;81566;4212056
PALMA SOLA;SC;82350;4212007
PALHO?A;SC;82333;4211900
PAINEL;SC;81264;4211892
PAIAL;SC;81442;4211876
OURO VERDE;SC;80845;4211850
OURO;SC;82317;4211801
OTAC?LIO COSTA;SC;83976;4211751
ORLEANS;SC;82295;4211702
NOVO HORIZONTE;SC;80764;4211652
NOVA VENEZA;SC;82279;4211603
NOVA TRENTO;SC;82252;4211504
NOVA ITABERABA;SC;80322;4211454
NOVA ERECHIM;SC;82236;4211405
NAVEGANTES;SC;82210;4211306
MORRO GRANDE;SC;81086;4211256
MORRO DA FUMA?A;SC;82198;4211207
MONTE CASTELO;SC;82171;4211108
MONTE CARLO;SC;80004;4211058
MONDA?;SC;82155;4211009
MODELO;SC;82139;4210902
MIRIM DOCE;SC;80365;4210852
MELEIRO;SC;82112;4210803
MATOS COSTA;SC;82090;4210704
MASSARANDUBA;SC;82074;4210605
MAREMA;SC;82066;4210555
MARAVILHA;SC;82058;4210506
MARACAJ?;SC;83917;4210407
MAJOR VIEIRA;SC;82031;4210308
MAJOR GERCINO;SC;82015;4210209
MAFRA;SC;81990;4210100
MACIEIRA;SC;80900;4210050
LUZERNA;SC;81809;4210035
LU?S ALVES;SC;81973;4210001
LONTRAS;SC;81957;4209904
LIND?IA DO SUL;SC;80047;4209854
LEOBERTO LEAL;SC;81930;4209805
LEBON R?GIS;SC;81914;4209706
LAURO MULLER;SC;81892;4209607
LAURENTINO;SC;81876;4209508
LAJEADO GRANDE;SC;80586;4209458
LAGUNA;SC;81850;4209409
LAGES;SC;81833;4209300
LACERD?POLIS;SC;81817;4209201
JUPI?;SC;81540;4209177
JOS? BOITEUX;SC;80101;4209151
JOINVILLE;SC;81795;4209102
JOA?ABA;SC;81779;4209003
JARDIN?POLIS;SC;81140;4208955
JARAGU? DO SUL;SC;81752;4208906
JAGUARUNA;SC;81736;4208807
JACINTO MACHADO;SC;81710;4208708
JABOR?;SC;81698;4208609
ITUPORANGA;SC;81671;4208500
ITAPO?;SC;81663;4208450
ITAPIRANGA;SC;81655;4208401
ITAPEMA;SC;81639;4208302
ITAJA?;SC;81612;4208203
ITAI?POLIS;SC;81590;4208104
IT?;SC;81574;4208005
IRINE?POLIS;SC;81558;4207908
IRATI;SC;80861;4207858
IRANI;SC;81531;4207809
IRACEMINHA;SC;80187;4207759
IPUMIRIM;SC;81515;4207700
IPUA?U;SC;80829;4207684
IPOR? DO OESTE;SC;80020;4207650
IPIRA;SC;81493;4207601
IOMER?;SC;81361;4207577
INDAIAL;SC;81477;4207502
IMBUIA;SC;81450;4207403
IMBITUBA;SC;81434;4207304
IMARU?;SC;81418;4207205
ILHOTA;SC;81396;4207106
I?ARA;SC;81370;4207007
IBIRAMA;SC;81353;4206900
IBICAR?;SC;81337;4206801
IBIAM;SC;81400;4206751
HERVAL D'OESTE;SC;81310;4206702
GUATAMB?;SC;80527;4206652
GUARUJ? DO SUL;SC;81299;4206603
GUARAMIRIM;SC;81272;4206504
GUARACIABA;SC;81256;4206405
GUABIRUBA;SC;81230;4206306
GRAVATAL;SC;81213;4206207
GR?O-PAR?;SC;81191;4206108
GOVERNADOR CELSO RAMOS;SC;81116;4206009
GASPAR;SC;81175;4205902
GARUVA;SC;81159;4205803
GAROPABA;SC;81132;4205704
GALV?O;SC;81094;4205605
FREI ROG?RIO;SC;81329;4205555
FRAIBURGO;SC;81078;4205506
FORQUILHINHA;SC;81060;4205456
FORMOSA DO SUL;SC;80888;4205431
FLORIAN?POLIS;SC;81051;4205407
FLOR DO SERT?O;SC;81604;4205357
FAXINAL DOS GUEDES;SC;81035;4205308
ERVAL VELHO;SC;81019;4205209
ERMO;SC;81167;4205191
ENTRE RIOS;SC;81426;4205175
DOUTOR PEDRINHO;SC;80080;4205159
DONA EMMA;SC;80993;4205100
DION?SIO CERQUEIRA;SC;80977;4205001
DESCANSO;SC;80950;4204905
CURITIBANOS;SC;80934;4204806
CUNHATA?;SC;81620;4204756
CUNHA POR?;SC;80918;4204707
CRICI?MA;SC;80896;4204608
CORREIA PINTO;SC;83950;4204558
CORUP?;SC;80870;4204509
CORONEL MARTINS;SC;81108;4204459
CORONEL FREITAS;SC;80853;4204400
CORDILHEIRA ALTA;SC;81043;4204350
CONC?RDIA;SC;80837;4204301
COCAL DO SUL;SC;80306;4204251
CHAPEC?;SC;80810;4204202
CHAPAD?O DO LAGEADO;SC;81701;4204194
CERRO NEGRO;SC;80381;4204178
CELSO RAMOS;SC;80268;4204152
CAXAMBU DO SUL;SC;80799;4204103
CATANDUVAS;SC;80772;4204004
CAPIVARI DE BAIXO;SC;81027;4203956
CAPINZAL;SC;80756;4203907
CANOINHAS;SC;80730;4203808
CANELINHA;SC;80713;4203709
CAMPOS NOVOS;SC;80691;4203600
CAMPO ER?;SC;80675;4203501
CAMPO BELO DO SUL;SC;80659;4203402
CAMPO ALEGRE;SC;80632;4203303
CAP?O ALTO;SC;81248;4203253
CAMBORI?;SC;80616;4203204
CALMON;SC;80667;4203154
CAIBI;SC;80594;4203105
CA?ADOR;SC;80578;4203006
BRUSQUE;SC;80551;4202909
BRUN?POLIS;SC;81787;4202875
BRA?O DO TROMBUDO;SC;80420;4202859
BRA?O DO NORTE;SC;80535;4202800
BOTUVER?;SC;80519;4202701
BOM RETIRO;SC;80497;4202602
BOM JESUS DO OESTE;SC;81469;4202578
BOM JESUS;SC;81388;4202537
BOM JARDIM DA SERRA;SC;83895;4202503
BOMBINHAS;SC;80985;4202453
BOCAINA DO SUL;SC;81280;4202438
BLUMENAU;SC;80470;4202404
BIGUA?U;SC;80454;4202305
BENEDITO NOVO;SC;80438;4202206
BELMONTE;SC;80748;4202156
BELA VISTA DO TOLDO;SC;81221;4202131
BARRA VELHA;SC;80411;4202107
BARRA BONITA;SC;81760;4202099
BANDEIRANTE;SC;81582;4202081
BALNE?RIO GAIVOTA;SC;81744;4202073
BALNE?RIO BARRA DO SUL;SC;80683;4202057
BALNE?RIO CAMBORI?;SC;80390;4202008
BALNE?RIO ARROIO DO SILVA;SC;81728;4201950
AURORA;SC;80373;4201901
ATALANTA;SC;80357;4201802
ASCURRA;SC;80330;4201703
ARVOREDO;SC;80802;4201653
ARROIO TRINTA;SC;80314;4201604
ARMAZ?M;SC;80292;4201505
ARARANGU?;SC;80276;4201406
ARAQUARI;SC;80250;4201307
ARABUT?;SC;80489;4201273
API?NA;SC;80063;4201257
ANT?NIO CARLOS;SC;80233;4201208
ANIT?POLIS;SC;80217;4201109
ANITA GARIBALDI;SC;80195;4201000
ANGELINA;SC;80179;4200903
ANCHIETA;SC;80152;4200804
ALTO BELA VISTA;SC;81302;4200754
ALFREDO WAGNER;SC;80136;4200705
?GUAS MORNAS;SC;80110;4200606
?GUAS FRIAS;SC;80500;4200556
?GUAS DE CHAPEC?;SC;80098;4200507
?GUA DOCE;SC;80071;4200408
AGRON?MICA;SC;80055;4200309
AGROL?NDIA;SC;80039;4200200
ABELARDO LUZ;SC;80012;4200101
ABDON BATISTA;SC;80225;4200051
XAMBR?;PR;79499;4128807
VITORINO;PR;79472;4128708
VIRMOND;PR;74969;4128658
DOUTOR ULYSSES;PR;74942;4128633
ALTO PARA?SO;PR;74926;4128625
VER?;PR;79456;4128609
VERA CRUZ DO OESTE;PR;79898;4128559
VENTANIA;PR;74900;4128534
WENCESLAU BRAZ;PR;79430;4128500
URA?;PR;79413;4128401
UNIFLOR;PR;79391;4128302
UNI?O DA VIT?RIA;PR;79375;4128203
UMUARAMA;PR;79359;4128104
UBIRAT?;PR;79332;4128005
TURVO;PR;84530;4127965
TUP?SSI;PR;79936;4127957
TUNEIRAS DO OESTE;PR;79316;4127908
TUNAS DO PARAN?;PR;74888;4127882
TR?S BARRAS DO PARAN?;PR;79871;4127858
TOMAZINA;PR;79294;4127809
TOLEDO;PR;79278;4127700
TIJUCAS DO SUL;PR;79251;4127601
TIBAGI;PR;79235;4127502
TERRA ROXA;PR;79219;4127403
TERRA RICA;PR;79197;4127304
TERRA BOA;PR;79170;4127205
TEL?MACO BORBA;PR;79154;4127106
TEIXEIRA SOARES;PR;79138;4127007
TAPIRA;PR;79731;4126900
TAPEJARA;PR;79111;4126801
TAMBOARA;PR;79090;4126702
TAMARANA;PR;75663;4126678
SULINA;PR;75787;4126652
SIQUEIRA CAMPOS;PR;79073;4126603
SERTAN?POLIS;PR;79057;4126504
SERTANEJA;PR;79030;4126405
SERRAN?POLIS DO IGUA?U;PR;75647;4126355
SENG?S;PR;79014;4126306
SAUDADE DO IGUA?U;PR;75060;4126272
SARANDI;PR;84611;4126256
SAPOPEMA;PR;78999;4126207
S?O TOM?;PR;78972;4126108
S?O SEBASTI?O DA AMOREIRA;PR;78956;4126009
S?O PEDRO DO PARAN?;PR;78930;4125902
S?O PEDRO DO IVA?;PR;78913;4125803
S?O PEDRO DO IGUA?U;PR;74861;4125753
S?O MIGUEL DO IGUA?U;PR;78891;4125704
S?O MATEUS DO SUL;PR;78875;4125605
S?O MANOEL DO PARAN?;PR;74845;4125555
S?O JOS? DOS PINHAIS;PR;78859;4125506
S?O JOS? DAS PALMEIRAS;PR;84719;4125456
S?O JOS? DA BOA VISTA;PR;78832;4125407
S?O JORGE DO PATROC?NIO;PR;79995;4125357
S?O JORGE DO IVA?;PR;78794;4125308
S?O JORGE D'OESTE;PR;78816;4125209
S?O JO?O DO TRIUNFO;PR;78778;4125100
S?O JO?O DO IVA?;PR;78751;4125001
S?O JO?O DO CAIU?;PR;78735;4124905
S?O JO?O;PR;78719;4124806
S?O JER?NIMO DA SERRA;PR;78697;4124707
S?O CARLOS DO IVA?;PR;78670;4124608
SANTO IN?CIO;PR;78654;4124509
SANTO ANT?NIO DO SUDOESTE;PR;78573;4124400
SANTO ANT?NIO DO PARA?SO;PR;78638;4124301
SANTO ANTONIO DO CAIU?;PR;78611;4124202
SANTO ANT?NIO DA PLATINA;PR;78590;4124103
SANTA TEREZINHA DE ITAIPU;PR;84670;4124053
SANTA TEREZA DO OESTE;PR;74080;4124020
SANTANA DO ITARAR?;PR;78557;4124004
SANTA M?NICA;PR;74829;4123956
SANTA MARIANA;PR;78530;4123907
SANTA MARIA DO OESTE;PR;74802;4123857
SANTA L?CIA;PR;74764;4123824
SANTA IZABEL DO OESTE;PR;78514;4123808
SANTA ISABEL DO IVA?;PR;78492;4123709
SANTA IN?S;PR;78476;4123600
SANTA HELENA;PR;79715;4123501
SANTA F?;PR;78450;4123402
SANTA CRUZ DE MONTE CASTELO;PR;78433;4123303
SANTA CEC?LIA DO PAV?O;PR;78417;4123204
SANTA AM?LIA;PR;78395;4123105
SALTO DO LONTRA;PR;78379;4123006
SALTO DO ITARAR?;PR;78352;4122909
SALGADO FILHO;PR;78336;4122800
SAB?UDIA;PR;78310;4122701
ROS?RIO DO IVA?;PR;75744;4122651
RONDON;PR;78298;4122602
RONCADOR;PR;78271;4122503
ROL?NDIA;PR;78255;4122404
RIO NEGRO;PR;78239;4122305
RIO BRANCO DO SUL;PR;78212;4122206
RIO BRANCO DO IVA?;PR;75620;4122172
RIO BONITO DO IGUA?U;PR;74748;4122156
RIO BOM;PR;78190;4122107
RIO AZUL;PR;78174;4122008
