ibge7,cod_ibge,municipio,uf,lon,lat,regiao_metro,capital
1100015,110001,'ALTA FLORESTA D''OESTE',RO,-61.9958651,-11.9287293,NA,NA
1100023,110002,ARIQUEMES,RO,-63.0330263,-9.9061087,NA,NA
1100031,110003,CABIXI,RO,-60.6285091,-13.4623774,NA,NA
1100049,110004,CACOAL,RO,-61.4566885,-11.434693,NA,NA
1100056,110005,CEREJEIRAS,RO,-61.2801996,-13.2109867,NA,NA
1100064,110006,COLORADO DO OESTE,RO,-60.5459451,-13.1178429,NA,NA
1100072,110007,CORUMBIARA,RO,-60.9460084,-12.9986334,NA,NA
1100080,110008,COSTA MARQUES,RO,-64.2268052,-12.4380262,NA,NA
1100098,110009,'ESPIGAO D''OESTE',RO,-61.0169967,-11.5323149,NA,NA
1100106,110010,GUAJARA-MIRIM,RO,-65.3301049,-10.789321,NA,NA
1100114,110011,JARU,RO,-62.4792921,-10.4322235,NA,NA
1100122,110012,JI-PARANA,RO,-61.9326728,-10.8781412,NA,NA
1100130,110013,'MACHADINHO D''OESTE',RO,-61.8877321,-9.2306221,NA,NA
1100148,110014,'NOVA BRASILANDIA D''OESTE',RO,-62.3131895,-11.725083,NA,NA
1100155,110015,OURO PRETO DO OESTE,RO,-62.3095833,-10.6008331,NA,NA
1100189,110018,PIMENTA BUENO,RO,-61.1984811,-11.6723638,NA,NA
1100205,110020,PORTO VELHO,RO,-63.9004303,-8.7611605,RM Porto Velho,1
1100254,110025,PRESIDENTE MEDICI,RO,-61.7941232,-11.0811465,NA,NA
1100262,110026,RIO CRESPO,RO,-62.7794229,-9.6681036,NA,NA
1100288,110028,ROLIM DE MOURA,RO,-61.7781519,-11.7257556,NA,NA
1100296,110029,'SANTA LUZIA D''OESTE',RO,-61.7784821,-11.9071996,NA,NA
1100304,110030,VILHENA,RO,-60.1304566,-12.7414031,NA,NA
1100320,110032,SAO MIGUEL DO GUAPORE,RO,-62.7144846,-11.6939069,NA,NA
1100338,110033,NOVA MAMORE,RO,-65.3305851,-10.4106668,NA,NA
1100346,110034,'ALVORADA D''OESTE',RO,-62.28777,-11.3480881,NA,NA
1100379,110037,ALTO ALEGRE DOS PARECIS,RO,-61.8566786,-12.1326079,NA,NA
1100403,110040,ALTO PARAISO,RO,-63.3188117,-9.7205291,NA,NA
1100452,110045,BURITIS,RO,-63.8640569,-10.1269585,NA,NA
1100502,110050,NOVO HORIZONTE DO OESTE,RO,-62.1219725,-11.6485814,NA,NA
1100601,110060,CACAULANDIA,RO,-62.9205918,-10.3716856,NA,NA
1100700,110070,CAMPO NOVO DE RONDONIA,RO,-63.8640569,-10.4557067,NA,NA
1100809,110080,CANDEIAS DO JAMARI,RO,-63.4862036,-8.7975498,RM Porto Velho,NA
1100908,110090,CASTANHEIRAS,RO,-61.943236,-11.4139048,NA,NA
1100924,110092,CHUPINGUAIA,RO,-60.9029619,-12.5557924,NA,NA
1100940,110094,CUJUBIM,RO,-62.5443612,-9.2052569,NA,NA
1101005,110100,GOVERNADOR JORGE TEIXEIRA,RO,-63.1089658,-10.7167414,NA,NA
1101104,110110,ITAPUA DO OESTE,RO,-63.185581,-9.1885166,NA,NA
1101203,110120,MINISTRO ANDREAZZA,RO,-61.5603244,-11.1798553,NA,NA
1101302,110130,MIRANTE DA SERRA,RO,-62.6714775,-11.0289123,NA,NA
1101401,110140,MONTE NEGRO,RO,-63.2963286,-10.2620182,NA,NA
1101435,110143,NOVA UNIAO,RO,-62.4973826,-10.8641144,NA,NA
1101450,110145,PARECIS,RO,-61.4202019,-12.1911639,NA,NA
1101468,110146,PIMENTEIRAS DO OESTE,RO,-61.7941232,-13.064243,NA,NA
1101476,110147,PRIMAVERA DE RONDONIA,RO,-61.3035248,-11.8693904,NA,NA
1101484,110148,'SAO FELIPE D''OESTE',RO,-61.4668962,-11.9079161,NA,NA
1101492,110149,SAO FRANCISCO DO GUAPORE,RO,-63.5691831,-12.0600542,NA,NA
1101500,110150,SERINGUEIRAS,RO,-63.031406,-11.7654562,NA,NA
1101559,110155,TEIXEIROPOLIS,RO,-62.2861215,-10.9460095,NA,NA
1101609,110160,THEOBROMA,RO,-62.3565156,-10.1576141,NA,NA
1101708,110170,URUPA,RO,-62.3635277,-11.1242915,NA,NA
1101757,110175,VALE DO ANARI,RO,-62.1757236,-9.8574383,NA,NA
1101807,110180,VALE DO PARAISO,RO,-62.1219725,-10.5015572,NA,NA
1200013,120001,ACRELANDIA,AC,-67.0586977,-10.0763918,NA,NA
1200054,120005,ASSIS BRASIL,AC,-69.9550338,-10.7579579,NA,NA
1200104,120010,BRASILEIA,AC,-69.1923916,-10.705993,NA,NA
1200138,120013,BUJARI,AC,-67.9555789,-9.8156638,NA,NA
1200179,120017,CAPIXABA,AC,-67.675122,-10.572112,NA,NA
1200203,120020,CRUZEIRO DO SUL,AC,-72.6761608,-7.6280405,NA,NA
1200252,120025,EPITACIOLANDIA,AC,-68.5724112,-10.8751696,NA,NA
1200302,120030,FEIJO,AC,-70.3529311,-8.1642847,NA,NA
1200328,120032,JORDAO,AC,-71.8571331,-9.1634876,NA,NA
1200336,120033,MANCIO LIMA,AC,-73.3708696,-7.5468003,NA,NA
1200344,120034,MANOEL URBANO,AC,-69.2619137,-8.8379028,NA,NA
1200351,120035,MARECHAL THAUMATURGO,AC,-72.6151169,-9.0314758,NA,NA
1200385,120038,PLACIDO DE CASTRO,AC,-67.2847875,-10.2313205,NA,NA
1200393,120039,PORTO WALTER,AC,-72.8042797,-8.5316163,NA,NA
1200401,120040,RIO BRANCO,AC,-67.824918,-9.9753837,NA,1
1200427,120042,RODRIGUES ALVES,AC,-73.3708696,-7.881874,NA,NA
1200435,120043,SANTA ROSA DO PURUS,AC,-70.1455805,-9.071283,NA,NA
1200450,120045,SENADOR GUIOMARD,AC,-67.7367345,-10.1500737,NA,NA
1200500,120050,SENA MADUREIRA,AC,-69.2877535,-9.6096717,NA,NA
1200609,120060,TARAUACA,AC,-71.3824374,-8.2132323,NA,NA
1200708,120070,XAPURI,AC,-68.4293214,-10.6521259,NA,NA
1200807,120080,PORTO ACRE,AC,-67.71391,-9.6333647,NA,NA
1300029,130002,ALVARAES,AM,-65.3807101,-3.7751449,NA,NA
1300060,130006,AMATURA,AM,-68.2010007,-3.3749087,NA,NA
1300086,130008,ANAMA,AM,-61.7941232,-3.5155735,NA,NA
1300102,130010,ANORI,AM,-61.6070583,-3.7979302,NA,NA
1300144,130014,APUI,AM,-59.4720904,-7.6269603,NA,NA
1300201,130020,ATALAIA DO NORTE,AM,-70.190894,-4.3670958,NA,NA
1300300,130030,AUTAZES,AM,-59.5642369,-3.7225517,RM Manaus,NA
1300409,130040,BARCELOS,AM,-63.2032151,-0.2674076,NA,NA
1300508,130050,BARREIRINHA,AM,-57.1915504,-3.0793652,NA,NA
1300607,130060,BENJAMIN CONSTANT,AM,-69.9550338,-4.5204349,NA,NA
1300631,130063,BERURI,AM,-61.8877321,-4.6128943,NA,NA
1300680,130068,BOA VISTA DO RAMOS,AM,-57.6892483,-3.0621541,NA,NA
1300706,130070,BOCA DO ACRE,AM,-67.3985312,-8.7516632,NA,NA
1300805,130080,BORBA,AM,-59.4720904,-4.6497952,NA,NA
1300839,130083,CAAPIRANGA,AM,-61.7941232,-3.0855539,NA,NA
1300904,130090,CANUTAMA,AM,-64.3871458,-6.532966,NA,NA
1301001,130100,CARAUARI,AM,-66.9046884,-4.8817618,NA,NA
1301100,130110,CAREIRO,AM,-60.3612267,-3.8194584,RM Manaus,NA
1301159,130115,CAREIRO DA VARZEA,AM,-59.8255324,-3.1974487,RM Manaus,NA
1301209,130120,COARI,AM,-63.1446032,-4.0945957,NA,NA
1301308,130130,CODAJAS,AM,-62.0610928,-3.8398302,NA,NA
1301407,130140,EIRUNEPE,AM,-70.2408325,-6.8416993,NA,NA
1301506,130150,ENVIRA,AM,-69.8597406,-7.4782808,NA,NA
1301605,130160,FONTE BOA,AM,-66.1415263,-2.4681009,NA,NA
1301654,130165,GUAJARA,AM,-72.8042797,-7.1919754,NA,NA
1301704,130170,HUMAITA,AM,-63.0298013,-7.5169578,NA,NA
1301803,130180,IPIXUNA,AM,-71.3824374,-7.2174346,NA,NA
1301852,130185,IRANDUBA,AM,-60.257396,-3.1456879,RM Manaus,NA
1301902,130190,ITACOATIARA,AM,-58.5543821,-3.3339824,RM Manaus,NA
1301951,130195,ITAMARATI,AM,-67.952363,-6.7390668,NA,NA
1302009,130200,ITAPIRANGA,AM,-58.6458369,-2.4409392,RM Manaus,NA
1302108,130210,JAPURA,AM,-66.9295891,-1.8827204,NA,NA
1302207,130220,JURUA,AM,-66.4271499,-3.5811865,NA,NA
1302306,130230,JUTAI,AM,-68.5247149,-4.4008685,NA,NA
1302405,130240,LABREA,AM,-64.7952995,-7.2645177,NA,NA
1302504,130250,MANACAPURU,AM,-60.6319066,-3.2897192,RM Manaus,NA
1302553,130255,MANAQUIRI,AM,-60.8609358,-3.9148823,RM Manaus,NA
1302603,130260,MANAUS,AM,-60.0217314,-3.1190275,RM Manaus,1
1302702,130270,MANICORE,AM,-61.2915104,-5.8116004,NA,NA
1302801,130280,MARAA,AM,-65.0008536,-2.3019472,NA,NA
1302900,130290,MAUES,AM,-58.1892921,-5.3064879,NA,NA
1303007,130300,NHAMUNDA,AM,-57.4627259,-1.9413603,NA,NA
1303106,130310,NOVA OLINDA DO NORTE,AM,-58.6458369,-3.9690604,NA,NA
1303205,130320,NOVO AIRAO,AM,-60.9439131,-2.6367324,RM Manaus,NA
1303304,130330,NOVO ARIPUANA,AM,-60.0259466,-6.3019793,NA,NA
1303403,130340,PARINTINS,AM,-56.7295415,-2.6377821,NA,NA
1303502,130350,PAUINI,AM,-68.3339275,-7.7291953,NA,NA
1303536,130353,PRESIDENTE FIGUEIREDO,AM,-60.0259466,-1.4520011,RM Manaus,NA
1303569,130356,RIO PRETO DA EVA,AM,-59.7002779,-2.6986297,RM Manaus,NA
1303601,130360,SANTA ISABEL DO RIO NEGRO,AM,-65.475736,-0.2725526,NA,NA
1303700,130370,SANTO ANTONIO DO ICA,AM,-69.097023,-3.0443341,NA,NA
1303809,130380,SAO GABRIEL DA CACHOEIRA,AM,-68.1431414,0.5582388,NA,NA
1303908,130390,SAO PAULO DE OLIVENCA,AM,-69.097023,-3.6499007,NA,NA
1303957,130395,SAO SEBASTIAO DO UATUMA,AM,-58.9206295,-1.9722197,NA,NA
1304005,130400,SILVES,AM,-58.4629997,-2.8466271,RM Manaus,NA
1304062,130406,TABATINGA,AM,-69.936928,-4.2316306,NA,NA
1304104,130410,TAPAUA,AM,-63.1890247,-5.6250393,NA,NA
1304203,130420,TEFE,AM,-64.7148236,-3.3514753,NA,NA
1304237,130423,TONANTINS,AM,-67.6662231,-2.7915832,NA,NA
1304260,130426,UARINI,AM,-65.1593645,-2.9822411,NA,NA
1304302,130430,URUCARA,AM,-57.754279,-2.5297311,NA,NA
1304401,130440,URUCURITUBA,AM,-58.1538868,-3.1297269,NA,NA
1400027,140002,AMAJARI,RR,-62.2626627,3.7483614,NA,NA
1400050,140005,ALTO ALEGRE,RR,-63.3918347,3.2028147,RM da Capital,NA
1400100,140010,BOA VISTA,RR,-60.6758331,2.8235098,RM da Capital,1
1400159,140015,BONFIM,RR,-60.1184797,2.7561804,RM da Capital,NA
1400175,140017,CANTA,RR,-60.4892292,2.210474,RM da Capital,NA
1400209,140020,CARACARAI,RR,-61.1283967,1.8248075,RM Central,NA
1400233,140023,CAROEBE,RR,-59.2879977,0.910165,RM do Sul do Estado,NA
1400282,140028,IRACEMA,RR,-62.5443612,1.9734214,RM Central,NA
1400308,140030,MUCAJAI,RR,-62.2626627,2.6005122,RM da Capital,NA
1400407,140040,NORMANDIA,RR,-60.0259466,3.9543083,NA,NA
1400456,140045,PACARAIMA,RR,-60.8609358,4.2041087,NA,NA
1400472,140047,RORAINOPOLIS,RR,-60.4394192,0.9396163,RM do Sul do Estado,NA
1400506,140050,SAO JOAO DA BALIZA,RR,-59.9334764,0.5861763,RM do Sul do Estado,NA
1400605,140060,SAO LUIZ,RR,-60.1647697,0.8187674,RM do Sul do Estado,NA
1400704,140070,UIRAMUTA,RR,-60.3964505,4.5474757,NA,NA
1500107,150010,ABAETETUBA,PA,-48.8792245,-1.7222475,NA,NA
1500131,150013,ABEL FIGUEIREDO,PA,-48.4387577,-4.9639035,NA,NA
1500206,150020,ACARA,PA,-48.3190276,-2.0159736,NA,NA
1500305,150030,AFUA,PA,-50.3926052,-0.1570993,NA,NA
1500347,150034,AGUA AZUL DO NORTE,PA,-50.4864586,-6.8034945,NA,NA
1500404,150040,ALENQUER,PA,-54.9611836,-0.8667864,NA,NA
1500503,150050,ALMEIRIM,PA,-52.5785846,-1.5239568,NA,NA
1500602,150060,ALTAMIRA,PA,-52.2104006,-3.1986664,NA,NA
1500701,150070,ANAJAS,PA,-49.9350118,-0.9856751,NA,NA
1500800,150080,ANANINDEUA,PA,-48.374721,-1.3642722,RM Belém,NA
1500859,150085,ANAPU,PA,-51.2010796,-3.4706345,NA,NA
1500909,150090,AUGUSTO CORREA,PA,-46.6453897,-1.0220653,NA,NA
1500958,150095,AURORA DO PARA,PA,-47.6849007,-2.2322894,NA,NA
1501006,150100,AVEIRO,PA,-56.0249982,-3.5126215,NA,NA
1501105,150110,BAGRE,PA,-50.265662,-2.3214391,NA,NA
1501204,150120,BAIAO,PA,-49.7728757,-3.1718499,NA,NA
1501253,150125,BANNACH,PA,-50.5964124,-7.4725393,NA,NA
1501303,150130,BARCARENA,PA,-48.598804,-1.5798321,NA,NA
1501402,150140,BELEM,PA,-48.4901968,-1.4557794,RM Belém,1
1501451,150145,BELTERRA,PA,-55.0493375,-3.1365287,RM Santarém,NA
1501501,150150,BENEVIDES,PA,-48.2592606,-1.3524989,RM Belém,NA
1501576,150157,BOM JESUS DO TOCANTINS,PA,-48.6020684,-5.0464273,NA,NA
1501600,150160,BONITO,PA,-47.3315076,-1.3758453,NA,NA
1501709,150170,BRAGANCA,PA,-46.7830109,-1.0616193,NA,NA
1501725,150172,BRASIL NOVO,PA,-52.5392359,-3.3055233,NA,NA
1501758,150175,BREJO GRANDE DO ARAGUAIA,PA,-48.4106762,-5.6986017,NA,NA
1501782,150178,BREU BRANCO,PA,-49.5657491,-3.7709326,NA,NA
1501808,150180,BREVES,PA,-50.4803853,-1.681993,NA,NA
1501907,150190,BUJARU,PA,-48.1200592,-1.6266827,NA,NA
1501956,150195,CACHOEIRA DO PIRIA,PA,-46.5463392,-1.7600995,NA,NA
1502004,150200,CACHOEIRA DO ARARI,PA,-48.9625166,-1.0143667,NA,NA
1502103,150210,CAMETA,PA,-49.4984804,-2.2414892,NA,NA
1502152,150215,CANAA DOS CARAJAS,PA,-49.8512171,-6.5320907,NA,NA
1502202,150220,CAPANEMA,PA,-47.178192,-1.2056483,NA,NA
1502301,150230,CAPITAO POCO,PA,-47.0633437,-1.7482089,NA,NA
1502400,150240,CASTANHAL,PA,-47.9171616,-1.2983288,RM Belém,NA
1502509,150250,CHAVES,PA,-49.9798529,-0.1657726,NA,NA
1502608,150260,COLARES,PA,-48.1995591,-0.8750131,NA,NA
1502707,150270,CONCEICAO DO ARAGUAIA,PA,-49.4466005,-8.1774335,NA,NA
1502756,150275,CONCORDIA DO PARA,PA,-47.9614096,-1.8572573,NA,NA
1502764,150276,CUMARU DO NORTE,PA,-50.7675992,-7.8113668,NA,NA
1502772,150277,CURIONOPOLIS,PA,-49.6072315,-6.100044,NA,NA
1502806,150280,CURRALINHO,PA,-49.7956608,-1.8121545,NA,NA
1502855,150285,CURUA,PA,-55.093449,-1.8562039,NA,NA
1502905,150290,CURUCA,PA,-47.8822604,-0.81372,NA,NA
1502939,150293,DOM ELISEU,PA,-47.8427298,-4.1913641,NA,NA
1502954,150295,ELDORADO DOS CARAJAS,PA,-49.3533801,-6.1039763,NA,NA
1503002,150300,FARO,PA,-57.7346113,-1.2206486,NA,NA
1503044,150304,FLORESTA DO ARAGUAIA,PA,-49.609512,-7.5043722,NA,NA
1503077,150307,GARRAFAO DO NORTE,PA,-47.0509132,-1.9302207,NA,NA
1503093,150309,GOIANESIA DO PARA,PA,-48.8799972,-3.9421515,NA,NA
1503101,150310,GURUPA,PA,-51.6465188,-1.4073484,NA,NA
1503200,150320,IGARAPE-ACU,PA,-47.5668376,-1.1512241,NA,NA
1503309,150330,IGARAPE-MIRI,PA,-48.960543,-1.9767218,NA,NA
1503408,150340,INHANGAPI,PA,-47.8822604,-1.4459727,NA,NA
1503457,150345,IPIXUNA DO PARA,PA,-48.0010282,-2.9657358,NA,NA
1503507,150350,IRITUIA,PA,-47.4098328,-1.8410621,NA,NA
1503606,150360,ITAITUBA,PA,-55.9931173,-4.2670701,NA,NA
1503705,150370,ITUPIRANGA,PA,-49.332012,-5.1345016,NA,NA
1503754,150375,JACAREACANGA,PA,-57.4627259,-7.3168637,NA,NA
1503804,150380,JACUNDA,PA,-49.1154573,-4.4470358,NA,NA
1503903,150390,JURUTI,PA,-56.0952549,-2.1633702,NA,NA
1504000,150400,LIMOEIRO DO AJURU,PA,-49.4872858,-1.9011574,NA,NA
1504059,150405,MAE DO RIO,PA,-47.4882762,-2.0191118,NA,NA
1504109,150410,MAGALHAES BARATA,PA,-47.6019767,-0.7989552,NA,NA
1504208,150420,MARABA,PA,-49.1331046,-5.3811326,NA,NA
1504307,150430,MARACANA,PA,-47.4542476,-0.7646655,NA,NA
1504406,150440,MARAPANIM,PA,-47.7243139,-0.9254064,NA,NA
1504422,150442,MARITUBA,PA,-48.3424868,-1.3603782,RM Belém,NA
1504455,150445,MEDICILANDIA,PA,-52.8905282,-3.4437567,NA,NA
1504505,150450,MELGACO,PA,-50.7153859,-1.8035727,NA,NA
1504604,150460,MOCAJUBA,PA,-49.4059435,-2.6286135,NA,NA
1504703,150470,MOJU,PA,-48.7655306,-1.8844563,NA,NA
1504752,150475,MOJUI DOS CAMPOS,PA,-54.640278,-2.684722,RM Santarém,NA
1504802,150480,MONTE ALEGRE,PA,-54.0728404,-1.9981616,NA,NA
1504901,150490,MUANA,PA,-49.2191679,-1.5304724,NA,NA
1504950,150495,NOVA ESPERANCA DO PIRIA,PA,-46.9028375,-2.3216495,NA,NA
1504976,150497,NOVA IPIXUNA,PA,-49.2435998,-4.9598573,NA,NA
1505007,150500,NOVA TIMBOTEUA,PA,-47.4098328,-1.2054896,NA,NA
1505031,150503,NOVO PROGRESSO,PA,-55.4153265,-7.0402672,NA,NA
1505064,150506,NOVO REPARTIMENTO,PA,-49.9503928,-4.2478719,NA,NA
1505106,150510,OBIDOS,PA,-55.5212832,-1.9014476,NA,NA
1505205,150520,OEIRAS DO PARA,PA,-49.8595983,-2.0050589,NA,NA
1505304,150530,ORIXIMINA,PA,-55.8638155,-1.7618311,NA,NA
1505403,150540,OUREM,PA,-47.1752123,-1.4871952,NA,NA
1505437,150543,OURILANDIA DO NORTE,PA,-51.5150077,-7.6394147,NA,NA
1505486,150548,PACAJA,PA,-50.6372933,-3.839281,NA,NA
1505494,150549,PALESTINA DO PARA,PA,-48.3589086,-5.9322195,NA,NA
1505502,150550,PARAGOMINAS,PA,-47.3531078,-3.0024862,NA,NA
1505536,150553,PARAUAPEBAS,PA,-49.904199,-6.0682494,NA,NA
1505551,150555,'PAU D''ARCO',PA,-50.0399157,-7.8324823,NA,NA
1505601,150560,PEIXE-BOI,PA,-47.2533007,-1.1454493,NA,NA
1505635,150563,PICARRA,PA,-48.9605972,-6.6204728,NA,NA
1505650,150565,PLACAS,PA,-54.2169567,-3.867417,NA,NA
1505700,150570,PONTA DE PEDRAS,PA,-48.8713539,-1.3942993,NA,NA
1505809,150580,PORTEL,PA,-50.8198737,-1.9367459,NA,NA
1505908,150590,PORTO DE MOZ,PA,-52.5318604,-2.0791566,NA,NA
1506005,150600,PRAINHA,PA,-53.4805508,-1.8016132,NA,NA
1506104,150610,PRIMAVERA,PA,-47.1167237,-0.9587731,NA,NA
1506112,150611,QUATIPURU,PA,-47.0388429,-0.8730501,NA,NA
1506138,150613,REDENCAO,PA,-50.0320734,-8.0257293,NA,NA
1506161,150616,RIO MARIA,PA,-50.0462456,-7.3144167,NA,NA
1506187,150618,RONDON DO PARA,PA,-48.0673853,-4.7783136,NA,NA
1506195,150619,RUROPOLIS,PA,-54.9093329,-4.1007938,NA,NA
1506203,150620,SALINOPOLIS,PA,-47.3468841,-0.6228818,NA,NA
1506302,150630,SALVATERRA,PA,-48.5154499,-0.7563298,NA,NA
1506351,150635,SANTA BARBARA DO PARA,PA,-48.2959964,-1.2270315,RM Belém,NA
1506401,150640,SANTA CRUZ DO ARARI,PA,-49.1732098,-0.6647808,NA,NA
1506500,150650,SANTA ISABEL DO PARA,PA,-48.1200592,-1.3931616,RM Belém,NA
1506559,150655,SANTA LUZIA DO PARA,PA,-46.9012232,-1.5215031,NA,NA
1506583,150658,SANTA MARIA DAS BARREIRAS,PA,-49.7163325,-8.871472,NA,NA
1506609,150660,SANTA MARIA DO PARA,PA,-47.576501,-1.3504584,NA,NA
1506708,150670,SANTANA DO ARAGUAIA,PA,-50.3413852,-9.336623,NA,NA
1506807,150680,SANTAREM,PA,-54.7009228,-2.4506291,RM Santarém,NA
1506906,150690,SANTAREM NOVO,PA,-47.3315076,-0.9196177,NA,NA
1507003,150700,SANTO ANTONIO DO TAUA,PA,-48.1331997,-1.1528528,NA,NA
1507102,150710,SAO CAETANO DE ODIVELAS,PA,-48.0221415,-0.744838,NA,NA
1507151,150715,SAO DOMINGOS DO ARAGUAIA,PA,-48.7593128,-5.6395369,NA,NA
1507201,150720,SAO DOMINGOS DO CAPIM,PA,-47.6849007,-1.7613666,NA,NA
1507300,150730,SAO FELIX DO XINGU,PA,-51.9825889,-6.641438,NA,NA
1507409,150740,SAO FRANCISCO DO PARA,PA,-47.7973317,-1.1695195,NA,NA
1507458,150745,SAO GERALDO DO ARAGUAIA,PA,-48.7995122,-6.2042232,NA,NA
1507466,150746,SAO JOAO DA PONTA,PA,-47.9228073,-0.8530528,NA,NA
1507474,150747,SAO JOAO DE PIRABAS,PA,-47.2533007,-0.805596,NA,NA
1507508,150750,SAO JOAO DO ARAGUAIA,PA,-48.6790007,-5.436525,NA,NA
1507607,150760,SAO MIGUEL DO GUAMA,PA,-47.4815661,-1.6142433,NA,NA
1507706,150770,SAO SEBASTIAO DA BOA VISTA,PA,-49.5317436,-1.7164195,NA,NA
1507755,150775,SAPUCAIA,PA,-49.609512,-6.8204463,NA,NA
1507805,150780,SENADOR JOSE PORFIRIO,PA,-51.9491551,-2.5863778,NA,NA
1507904,150790,SOURE,PA,-48.5178371,-0.7284713,NA,NA
1507953,150795,TAILANDIA,PA,-48.9510796,-2.9381533,NA,NA
1507961,150796,TERRA ALTA,PA,-47.906845,-1.0389624,NA,NA
1507979,150797,TERRA SANTA,PA,-56.4719928,-1.9854901,NA,NA
1508001,150800,TOME-ACU,PA,-48.1545216,-2.4183938,NA,NA
1508035,150803,TRACUATEUA,PA,-46.941659,-0.9701345,NA,NA
1508050,150805,TRAIRAO,PA,-56.0249982,-5.1791026,NA,NA
1508084,150808,TUCUMA,PA,-51.1630352,-6.7471797,NA,NA
1508100,150810,TUCURUI,PA,-49.7728757,-3.8036143,NA,NA
1508126,150812,ULIANOPOLIS,PA,-47.501107,-3.7502472,NA,NA
1508159,150815,URUARA,PA,-53.7401061,-3.7155611,NA,NA
1508209,150820,VIGIA,PA,-48.1002024,-0.9452342,NA,NA
1508308,150830,VISEU,PA,-46.3624686,-1.4391409,NA,NA
1508357,150835,VITORIA DO XINGU,PA,-52.0125801,-2.8855557,NA,NA
1508407,150840,XINGUARA,PA,-49.9423425,-7.0999238,NA,NA
1600055,160005,SERRA DO NAVIO,AP,-52.2762322,1.63482,NA,NA
1600105,160010,AMAPA,AP,-50.7874222,2.0447438,NA,NA
1600154,160015,PEDRA BRANCA DO AMAPARI,AP,-51.9507614,0.7770846,NA,NA
1600204,160020,CALCOENE,AP,-51.5150077,2.3002285,NA,NA
1600212,160021,CUTIAS,AP,-50.3894858,1.022885,NA,NA
1600238,160023,FERREIRA GOMES,AP,-51.1799664,0.8569136,NA,NA
1600253,160025,ITAUBAL,AP,-50.7208989,0.5536852,NA,NA
1600279,160027,LARANJAL DO JARI,AP,-53.2180495,1.0943041,NA,NA
1600303,160030,MACAPA,AP,-51.070535,0.0355735,RM Macapá,1
1600402,160040,MAZAGAO,AP,-51.2862467,-0.115827,RM Macapá,NA
1600501,160050,OIAPOQUE,AP,-51.8322277,3.844121,NA,NA
1600535,160053,PORTO GRANDE,AP,-51.4100368,0.7099293,NA,NA
1600550,160055,PRACUUBA,AP,-50.7858963,1.7430365,NA,NA
1600600,160060,SANTANA,AP,-51.4421328,0.0728284,RM Macapá,NA
1600709,160070,TARTARUGALZINHO,AP,-50.9118267,1.5048944,NA,NA
1600808,160080,VITORIA DO JARI,AP,-52.1063337,-1.0173634,NA,NA
1700251,170025,ABREULANDIA,TO,-49.3247147,-9.4608593,NA,NA
1700301,170030,AGUIARNOPOLIS,TO,-47.5079055,-6.4899326,NA,NA
1700350,170035,ALIANCA DO TOCANTINS,TO,-48.9202828,-11.3352326,RM Gurupi,NA
1700400,170040,ALMAS,TO,-47.2142417,-11.3624032,NA,NA
1700707,170070,ALVORADA,TO,-49.1253648,-12.4788946,RM Gurupi,NA
1701002,170100,ANANAS,TO,-48.0738892,-6.364762,NA,NA
1701051,170105,ANGICO,TO,-47.8822604,-6.4128276,NA,NA
1701101,170110,APARECIDA DO RIO NEGRO,TO,-48.0010282,-9.938143,RM Palmas,NA
1701309,170130,ARAGOMINAS,TO,-48.6790007,-6.8940313,NA,NA
1701903,170190,ARAGUACEMA,TO,-49.609512,-9.0393109,NA,NA
1702000,170200,ARAGUACU,TO,-49.8300464,-12.9257017,RM Gurupi,NA
1702109,170210,ARAGUAINA,TO,-48.204827,-7.1927733,NA,NA
1702158,170215,ARAGUANA,TO,-48.5187229,-6.8101697,NA,NA
1702208,170220,ARAGUATINS,TO,-48.1193893,-5.6484113,NA,NA
1702307,170230,ARAPOEMA,TO,-49.0641313,-7.6550372,NA,NA
1702406,170240,ARRAIAS,TO,-46.9805103,-12.6770601,NA,NA
1702554,170255,AUGUSTINOPOLIS,TO,-47.8871121,-5.4694327,NA,NA
1702703,170270,AURORA DO TOCANTINS,TO,-46.400872,-12.6677069,NA,NA
1702901,170290,AXIXA DO TOCANTINS,TO,-47.7834888,-5.6359054,NA,NA
1703008,170300,BABACULANDIA,TO,-47.759016,-7.2032092,NA,NA
1703057,170305,BANDEIRANTES DO TOCANTINS,TO,-48.6388879,-7.8051031,NA,NA
1703073,170307,BARRA DO OURO,TO,-47.6455169,-7.719939,NA,NA
1703107,170310,BARROLANDIA,TO,-48.8397403,-9.8168593,RM Palmas,NA
1703206,170320,BERNARDO SAYAO,TO,-48.8944347,-7.8817598,NA,NA
1703305,170330,BOM JESUS DO TOCANTINS,TO,-47.8822604,-9.0488682,NA,NA
1703602,170360,BRASILANDIA DO TOCANTINS,TO,-48.4826413,-8.3895878,NA,NA
1703701,170370,BREJINHO DE NAZARE,TO,-48.6388879,-11.0355349,RM Palmas,NA
1703800,170380,BURITI DO TOCANTINS,TO,-48.1399232,-5.3430841,NA,NA
1703826,170382,CACHOEIRINHA,TO,-47.8502799,-6.1195559,NA,NA
1703842,170384,CAMPOS LINDOS,TO,-46.670534,-8.1677815,NA,NA
1703867,170386,CARIRI DO TOCANTINS,TO,-49.1625989,-11.9598899,RM Gurupi,NA
1703883,170388,CARMOLANDIA,TO,-48.3589086,-7.0615623,NA,NA
1703891,170389,CARRASCO BONITO,TO,-48.0208484,-5.3331808,NA,NA
